colony,night,damage
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
20,2,0
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,1
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,1,0
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,1
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
23,2,0
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,1
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,1,0
24,2,1
24,2,1
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
24,2,0
